my_signal,sim_item,type_dict_dynamic_fields,filename,identifier
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",754975adf2264f2c861212bf5087e3ad.tsv,0dbe472bd4de44f088f81f8306bdf3de
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",01179d9f20d14ed3b44971a9620dc62a.tsv,c2f636013c3c4bb0b9f7ffa0e85737b6
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",f39e621598034804980cfd6033ad2319.tsv,cdfd39101fa742cbb45db17f38e1647c
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",80ad2a068dc448f38ff6527913338215.tsv,8ab207ba43284524ba1f228158e02d9e
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",516c690bcddb4be294e05dd0bb0bf92f.tsv,bee9f03791ce4ea89ebb230349883593
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",8462fc7ed6894603811621f85da220fa.tsv,ea862b1600364f3db646eca5c872721d
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",b6572fe82297428d8d3c28f6b961a140.tsv,ad59a524544245d2bb755b162fb58483
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",a01f0fb0e4f943528cb81378984b7143.tsv,f561b9d0803e46d09b60a39359f41700
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",2642bb0aa0e94ce3b7391effd717af40.tsv,38be2f2220a249bea9e44a349055f01e
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",b518122550894b7fa4b7750ff667e52c.tsv,cd606ab6b8454527aea94f7438e55b15
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",fe23e8913837443193d8511236bad446.tsv,7ac0ce07284f481cbd0335a2f715bf6a
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",1f9434b53db34ea9b228431db4bcb0ea.tsv,3488fb7489b04478b028b3b511d8a08f
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",ec801e2f463d43368401d105ccede6e7.tsv,a0a402e2b1d64f8c82d965419a7dcc89
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",2e6965554df2419599133fe4d9482cea.tsv,c50c2a55ad9f4d32844e241dd39bd9a1
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",9790b67208684326ba0ee84f6be6936a.tsv,cf8509ddb2014e43acbf0b156e5d9c4d
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",8090868710be4415b8cd0d123a735afa.tsv,6b054294f4ba4387a9c302c3e08c24ff
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",2508bcfd588447209a2c7c26b1b925c5.tsv,a4156a89343e42a69a9c4078f101d03f
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",4a624d5f5ef848e2af022ad8a5352a64.tsv,77095dbc976b41ba8ca040d37a4eee14
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",4d62bb67d78941af96adfd0c6db27129.tsv,898ffa8804b24e06b307aaf608ec1e2d
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",8b1526a11193455194e195986e81d946.tsv,93bd2cfb1b1b4e29a1a8f19372726910
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",0290dca5d6694541bc660af57dfeb02f.tsv,f73c2bbeb45d4385bb600773c3560594
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",17e62400956341eb9f6b5599e9079dec.tsv,4febe8e1d0b24213b4b06add8fd71c2d
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",1f09736e7a0e44ee8ff9166152182b40.tsv,6f3ded41a4414672a8a65fc9e89209f2
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",506db9d2bf0141b185155fcb6e2057b4.tsv,6920f5b009494d49a4a416cd5d9fda4f
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",f8aa4987a4064c5baa4d884277d6a17e.tsv,738ca1b9ff5f47a8a46f4ce75226bb65
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",b61680007e694ec8aa8304a34bfaa0eb.tsv,5b2b66d890a2461a84b54a9c41756ec6
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",7787b1599ef54eef9dd95004d59e9750.tsv,6176c94b26da4e568cc03d5654c7686c
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",eb14bf32a7704772b0b2da61de07fed8.tsv,e80f08a7d7974ac49b92eb7667276b9c
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",ca9b94433c4845f0890a53ad4a4cdf52.tsv,1dde4dde7e784b85af4910f0e829662d
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",43406d3f8b89476fb162eb3f8fbd99aa.tsv,3c2303b7bc7f452d99740d67e5ae4b9f
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",70283d1f8b3b4ac999903f2019ff8839.tsv,50b57accf9d1455d818e4aa61377be56
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",f51d44cebd2247559bf692f7e5ad71a4.tsv,72251fb257e8433d94ee27ebeb4529a2
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",2fbf877b913c40fdb6206030167744a0.tsv,e2a9428ddb8a405987fc87f16c0a5fed
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",c5ccfc682f5345d19591cf29bf7d73ab.tsv,51f43e7944c3459b8b9132198baec727
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",f4bf12c0d3cb4bd796786565f53e640f.tsv,8bfb2779105246338c23e273458eae05
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",c03b5a56074844beb78f17001c145caf.tsv,543d4239e2f943e4ac07aa5bdb13d2f3
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",7a185398e7ea4063889464b2f7bd4b10.tsv,3949f967e9634ae59695614261d8b186
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",3e27390b72504909a48fe3a169a00cea.tsv,a7a80a23ceb94202aa8fc693d3bda760
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",041dee28b06d4aa099e56c1d0c199791.tsv,fb3968bfc12a43e7bcb92db37f671468
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",5f5d544d5e9d4a0594a9b101a9b7bae9.tsv,1e889a4d2e2d4892a9da8f4abba1395e
False,neg_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",fb8a4882d74e4dd18fdb1b8b33a53224.tsv,188d76ad4f044109a00dbd776b3e3f2b
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",419c9cbef47640af8909a5c18c7a55ef.tsv,35f598db2ec4492282ad4db54585128c
True,pos_reps,"{'p_gen': 'float', 'from_default_model': 'int', 'my_signal': 'int', 'my_signal_positions': 'str', 'signals_aggregated': 'str', 'original_sequence': 'str', 'original_p_gen': 'float'}",527351532d90434b9aee6a1b106250b9.tsv,3c01ebf1cf444cc184fba9b6d0cfcee0
